"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
232,CDP,Module 4: Governance .................................................,CDP-4.11,Main question,"In the reporting year, did your organization engage in activities that could directly or indirectly influence"
233,CDP,Module 4: Governance .................................................,CDP-4.11.1,Sub-question,"On what policies, laws, or regulations that may (positively or negatively) impact the environment has your"
234,CDP,Module 4: Governance .................................................,CDP-4.11.2,Sub-question,"Provide details of your indirect engagement on policy, law, or regulation that may (positively or negatively)"
235,CDP,Module 4: Governance .................................................,CDP-4.12,Main question,Have you published information about your organization’s response to environmental issues for this
236,CDP,Module 4: Governance .................................................,CDP-4.12.1,Sub-question,Provide details on the information published about your organization’s response to environmental issues
237,CDP,Module 5: Business Strategy ..........................................,CDP-5.1,Main question,Does your organization use scenario analysis to identify environmental outcomes?
238,CDP,Module 5: Business Strategy ..........................................,CDP-5.1.1,Sub-question,Provide details of the scenarios used in your organization’s scenario analysis.
239,CDP,Module 5: Business Strategy ..........................................,CDP-5.1.2,Sub-question,Provide details of the outcomes of your organization’s scenario analysis.
240,CDP,Module 5: Business Strategy ..........................................,CDP-5.2,Main question,Does your organization’s strategy include a climate transition plan?
241,CDP,Module 5: Business Strategy ..........................................,CDP-5.3,Main question,Have environmental risks and opportunities affected your strategy and/or financial planning?
242,CDP,Module 5: Business Strategy ..........................................,CDP-5.3.1,Sub-question,Describe where and how environmental risks and opportunities have affected your strategy.
243,CDP,Module 5: Business Strategy ..........................................,CDP-5.3.2,Sub-question,Describe where and how environmental risks and opportunities have affected your financial planning. ... 306
244,CDP,Module 5: Business Strategy ..........................................,CDP-5.4,Main question,"In your organization’s financial accounting, do you identify spending/revenue that is aligned with your"
245,CDP,Module 5: Business Strategy ..........................................,CDP-5.4.1,Sub-question,Quantify the amount and percentage share of your spending/revenue that is aligned with your
246,CDP,Module 5: Business Strategy ..........................................,CDP-5.4.2,Sub-question,Quantify the percentage share of your spending/revenue that was associated with eligible and aligned
247,CDP,Module 5: Business Strategy ..........................................,CDP-5.4.3,Sub-question,Provide any additional contextual and/or verification/assurance information relevant to your organization’s
248,CDP,Module 5: Business Strategy ..........................................,CDP-5.5,Main question,Does your organization invest in research and development (R&D) of low-carbon products or services related
249,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.1,Sub-question,Provide details of your organization’s investments in low-carbon R&D for cement production activities over
250,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.2,Sub-question,Provide details of your organization’s investments in low-carbon R&D for capital goods products and
251,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.3,Sub-question,Provide details of your organization’s investments in low-carbon R&D for chemical production activities
252,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.4,Sub-question,Provide details of your organization’s investments in low-carbon R&D for metals and mining production
253,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.5,Sub-question,Provide details of your organization’s investments in low-carbon R&D for steel production activities over the
254,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.6,Sub-question,Provide details of your organization’s investments in low-carbon R&D for real estate and construction
255,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.7,Sub-question,Provide details of your organization's investments in low-carbon R&D for your sector activities over the last
256,CDP,Module 5: Business Strategy ..........................................,CDP-5.5.8,Sub-question,Provide details of your organization’s investments in low-carbon R&D for transport-related activities over
257,CDP,Module 5: Business Strategy ..........................................,CDP-5.6,Main question,"Break down, by fossil fuel expansion activity, your organization’s CAPEX in the reporting year and CAPEX"
258,CDP,Module 5: Business Strategy ..........................................,CDP-5.7,Main question,"Break down, by source, your organization’s CAPEX in the reporting year and CAPEX planned over the next 5"
259,CDP,Module 5: Business Strategy ..........................................,CDP-5.7.1,Sub-question,Break down your total planned CAPEX in your current CAPEX plan for products and services (e.g. smart
260,CDP,Module 5: Business Strategy ..........................................,CDP-5.8,Main question,"Disclose the breakeven price (US$/BOE) required for cash neutrality during the reporting year, i.e. where cash"
261,CDP,Module 5: Business Strategy ..........................................,CDP-5.9,Main question,What is the trend in your organization’s water-related capital expenditure (CAPEX) and operating expenditure
262,CDP,Module 5: Business Strategy ..........................................,CDP-5.10,Main question,Does your organization use an internal price on environmental externalities?
263,CDP,Module 5: Business Strategy ..........................................,CDP-5.10.1,Sub-question,Provide details of your organization’s internal price on carbon.
264,CDP,Module 5: Business Strategy ..........................................,CDP-5.10.2,Sub-question,Provide details of your organization’s internal price on water.
265,CDP,Module 5: Business Strategy ..........................................,CDP-5.11,Main question,Do you engage with your value chain on environmental issues?
266,CDP,Module 5: Business Strategy ..........................................,CDP-5.11.1,Sub-question,Does your organization assess and classify suppliers according to their dependencies and/or impacts on
267,CDP,Module 5: Business Strategy ..........................................,CDP-5.11.2,Sub-question,Does your organization prioritize which suppliers to engage with on environmental issues?
268,CDP,Module 5: Business Strategy ..........................................,CDP-5.11.3,Sub-question,Provide details of your environmental engagement strategy with your clients.
269,CDP,Module 5: Business Strategy ..........................................,CDP-5.11.4,Sub-question,Provide details of your environmental engagement strategy with your investees.
270,CDP,Module 5: Business Strategy ..........................................,CDP-5.11.5,Sub-question,Do your suppliers have to meet environmental requirements as part of your organization’s purchasing
